CCG Code,With River,Without River,With River RT,Without River RT
E38000243,1,1,5.03388888888889,5.118307692307692
E38000136,0.4166666666666667,0.38095238095238093,8.319166666666666,9.282428571428571
E38000242,0.7391304347826086,0.1,8.461434782608695,9.7324
E38000244,0.4117647058823529,0.1111111111111111,8.506470588235295,9.365055555555555
